repo_path	drive_id	drive_title	mime_type	drive_size_bytes	drive_modified	md5	status
The Method Materials/The_Method_1_6_BUILD155_compendia_papers_audits.md	1v0TOGFCBtxxiQz3RmU0CnrxEZzZNGBv8	The_Method_1_6_BUILD155_compendia_papers_audits.md	text/markdown	7387582	2026-09-01T18:17:54.604Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD157_compendia_papers_audits.md	1BWWc7PybcFqxXBXKqLhekE2QRdl3yNfB	The_Method_1_6_BUILD157_compendia_papers_audits.md	text/markdown	7518739	2026-09-01T19:08:19.353Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD158_compendia_papers_audits.md	1Ihs1xLSIOFuRQvGLukrVrMtYbBEcOtGD	The_Method_1_6_BUILD158_compendia_papers_audits.md	text/markdown	7617311	2026-09-01T20:33:40.125Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_BUILD160_compendia_papers_audits.md	1KPlxDJ_RhRyTrR7g-76DGj98uhUap3Aj	The_Method_1_6_BUILD160_compendia_papers_audits.md	text/markdown	3993234	2026-09-01T21:49:49.138Z	23c045d1eef6bc20f97d0862f1684885	ok
The Method Materials/The_Method_1_6_BUILD161_compendia_papers_audits.md	1iKoY1JRDMIPDX5DHCOpZ6JHksnmMyfEu	The_Method_1_6_BUILD161_compendia_papers_audits.md	text/markdown	4158576	2026-09-01T22:40:36.026Z	2c8d3a9a51daa11d25cddb17b7c9c038	ok
The Method Materials/The_Method_1_6_BUILD162_compendia_papers_audits.md	12dk7t-WgjMKL4g--7tSIgGS-p4tUI44l	The_Method_1_6_BUILD162_compendia_papers_audits.md	text/markdown	4247153	2026-09-01T23:00:21.349Z	1f081b1f605f74593e7ab76759c0a2aa	ok
The Method Materials/The_Method_1_6_BUILD163_compendia_papers_audits.md	1t7kj5gZS_cuiYO66Pf4e7S1dpAz2HL_l	The_Method_1_6_BUILD163_compendia_papers_audits.md	text/markdown	4354454	2026-09-01T23:17:12.874Z	599e1e3b6500a0a9c76d63c51e10a9b1	ok
The Method Materials/The_Method_1_6_BUILD164_compendia_papers_audits.md	1kOLld2hYqnDL3MTcwtUWQ5wT2HhK_Wck	The_Method_1_6_BUILD164_compendia_papers_audits.md	text/markdown	4457709	2026-09-02T00:02:52.293Z	390159e376ac2eaea4e642bc511a690d	ok
The Method Materials/The_Method_1_6_BUILD165_compendia_papers_audits.md	1U40TjaJj6w_StOkVOd0Ggg9OmeVOUDK-	The_Method_1_6_BUILD165_compendia_papers_audits.md	text/markdown	4545822	2026-09-02T00:29:11.202Z	7049c21ebdaef17a2cbeb5b84ecb0fd6	ok
The Method Materials/The_Method_1_6_BUILD166_compendia_papers_audits.md	100UBY2k1NecijcaH8XJVAJiBODmW8Pl0	The_Method_1_6_BUILD166_compendia_papers_audits.md	text/markdown	4595138	2026-09-02T00:43:38.707Z	67448bebe83e918ce2f1019063d18342	ok
The Method Materials/The_Method_1_6_BUILD167_compendia_papers_audits.md	1leW4kKwOz5I-3N4_CI-oZqfnVP51wzcD	The_Method_1_6_BUILD167_compendia_papers_audits.md	text/markdown	4678944	2026-09-02T01:13:40.860Z	3874f9bd0afcc18769fc08f30cdf29f5	ok
The Method Materials/The_Method_1_6_BUILD168_compendia_papers_audits.md	1445mG4xalHeGpJRK2cW-4bYyrhNFzybN	The_Method_1_6_BUILD168_compendia_papers_audits.md	text/markdown	4780462	2026-09-02T01:43:41.988Z	78daa717065a58b0698a18c27f20a0aa	ok
The Method Materials/The_Method_1_6_BUILD169_compendia_papers_audits.md	1YBRh6gGRcOxLksU-pB0frXcqI-7fy6Th	The_Method_1_6_BUILD169_compendia_papers_audits.md	text/markdown	4877851	2026-09-02T02:02:05.055Z	92f26e130032af5368dede03d5ddb6a8	ok
The Method Materials/The_Method_1_6_BUILD170_compendia_papers_audits.md	1eciM6kDY0O_NZlLK2ETak5YC3R9fMKlk	The_Method_1_6_BUILD170_compendia_papers_audits.md	text/markdown	4960242	2026-09-02T02:19:44.513Z	dfb7544cf940100ce93f6eab6f1f5bfa	ok
The Method Materials/The_Method_1_6_BUILD171_compendia_papers_audits.md	1clskeKgFueQ3Z4iPQHISA7-i6HqYVk37	The_Method_1_6_BUILD171_compendia_papers_audits.md	text/markdown	5059331	2026-09-02T02:39:01.610Z	f27bc0dc63654b61cfd3d19095ad166d	ok
The Method Materials/The_Method_1_6_BUILD172_compendia_papers_audits.md	1WnjRQWNkaekwaUGk2QYix7vfbubJOpaR	The_Method_1_6_BUILD172_compendia_papers_audits.md	text/markdown	5177790	2026-09-02T02:58:40.601Z	0f5db571b4f8ba8fd169a0e457c90a75	ok
The Method Materials/The_Method_1_6_BUILD173_compendia_papers_audits.md	1i7ERGcE7FZeSAMDi3dr9VhBRVRLPbIww	The_Method_1_6_BUILD173_compendia_papers_audits.md	text/markdown	5249269	2026-09-02T03:23:50.635Z	0fe1bce2bc86d0f61e14e8691506b20f	ok
The Method Materials/The_Method_1_6_BUILD174_compendia_papers_audits.md	1p2c2oLM9PWfpa6gDN5Y1qv8ARKKp-7YK	The_Method_1_6_BUILD174_compendia_papers_audits.md	text/markdown	5321034	2026-09-02T04:00:41.374Z	ca9319a8cf94c4ff276b3ccb5ab14a79	ok
The Method Materials/The_Method_1_6_BUILD174_compendia_papers_audits__1rS8QUCdwo2CBWupXoZvOtNXsXJQrhdtp.md	1rS8QUCdwo2CBWupXoZvOtNXsXJQrhdtp	The_Method_1_6_BUILD174_compendia_papers_audits.md	text/markdown	5321034	2026-09-02T03:41:13.350Z	ca9319a8cf94c4ff276b3ccb5ab14a79	ok
The Method Materials/The_Method_1_6_BUILD53_compendia_papers_audits.REPAIRED.md	1Sp3MiJ5eGHatbDxP3rJ2Nqx-wdbwZ3UQ	The_Method_1_6_BUILD53_compendia_papers_audits.REPAIRED.md	text/markdown	2338544	2026-08-28T22:27:34.723Z	f144bc48869b3e8b5f3b0edc136e9370	ok
The Method Materials/The_Method_1_6_BUILD53_main_and_register.REPAIRED.md	1dzBg6DhmnAN-JPSgdn3nSVFYbRUhHY1G	The_Method_1_6_BUILD53_main_and_register.REPAIRED.md	text/markdown	1920491	2026-08-28T22:27:34.795Z	3adb9b59d7d2087dc758214225b61812	ok
The Method Materials/The_Method_1_6_BUILD54_compendia_papers_audits.md	1MlchavJfCc3VDE4rWii1uw0hhH1FElDU	The_Method_1_6_BUILD54_compendia_papers_audits.md	text/markdown	2342703	2026-08-28T16:16:37.005Z	97ba0583bb58df726114c346fab6e753	ok
The Method Materials/The_Method_1_6_BUILD54_main_and_register.md	1iD5P7YhYdBM_QyoXH4L-xEds-Mq_MlJf	The_Method_1_6_BUILD54_main_and_register.md	text/markdown	1973881	2026-08-28T16:16:36.913Z	0d79c3170df355fae505cc808d295cfb	ok
The Method Materials/The_Method_1_6_BUILD55_compendia_papers_audits.md	1f_e1FqbOls5TLknbcqDTdjWgvaXY61Jt	The_Method_1_6_BUILD55_compendia_papers_audits.md	text/markdown	2349901	2026-08-28T22:35:09.486Z	a04805cbcc77d521fec31a7cb0df2aff	ok
The Method Materials/The_Method_1_6_BUILD55_main_and_register.md	13TC8Fkr0iwAvH16NU-fkTlxye5u3T_CE	The_Method_1_6_BUILD55_main_and_register.md	text/markdown	1973884	2026-08-28T22:35:09.282Z	088e1d62bd3b84b4090b66d8566c1459	ok
The Method Materials/The_Method_1_6_BUILD56_compendia_papers_audits.md	1lfOHOMoDL1IH9xI8lyolSCjG9K8mHzz8	The_Method_1_6_BUILD56_compendia_papers_audits.md	text/markdown	2354641	2026-08-28T23:13:05.278Z	4fb5b6b361e8568db968ba7610326a72	ok
The Method Materials/The_Method_1_6_BUILD56_main_and_register.md	1mU3DIvAbyjVGzhkrfArCDBAtqiAR-cEL	The_Method_1_6_BUILD56_main_and_register.md	text/markdown	1975147	2026-08-28T23:13:05.445Z	5292fce89637c6b495363f76f99a4885	ok
The Method Materials/The_Method_1_6_BUILD57_compendia_papers_audits.md	1P-9DFt4_uWVGlRx-OtOtJYtxQVJ8sfZ0	The_Method_1_6_BUILD57_compendia_papers_audits.md	text/markdown	2361184	2026-08-29T00:07:07.451Z	e2c0f5a8ead1996b3a69850f11ec0ccc	ok
The Method Materials/The_Method_1_6_BUILD58_compendia_papers_audits.md	1Ak13sc8fB-UmfYriw7dAH5ja7W8oX1ob	The_Method_1_6_BUILD58_compendia_papers_audits.md	text/markdown	2363687	2026-08-29T00:34:14.172Z	0832b5a9f3546b36a94e762a0467baca	ok
The Method Materials/The_Method_1_6_BUILD59_compendia_papers_audits.md	1GZsoRrPd8akUuMwAhgO54YKS8DPbVgAi	The_Method_1_6_BUILD59_compendia_papers_audits.md	text/markdown	2369651	2026-08-29T01:19:48.433Z	2ad6eae4b896b3198ca975b4286ac96b	ok
The Method Materials/The_Method_1_6_BUILD60_compendia_papers_audits.md	1au_IYSrE6PnzoS4tw4kSEM89bVrOtuSV	The_Method_1_6_BUILD60_compendia_papers_audits.md	text/markdown	2379945	2026-08-29T04:22:51.252Z	86a309e8ec90a308f5937952e88a9f00	ok
The Method Materials/The_Method_1_6_BUILD61_compendia_papers_audits.md	1dqNuYMAbBdwFp9whAhtAzcFuxyPvWN_Q	The_Method_1_6_BUILD61_compendia_papers_audits.md	text/markdown	2394072	2026-08-29T05:18:37.582Z	6f3d40e16590923e1b8c11c1f51135e2	ok
The Method Materials/The_Method_1_6_BUILD62_compendia_papers_audits.md	1qoWxmwzSW71P2hXZdlJVyf0qN8d9Mrwg	The_Method_1_6_BUILD62_compendia_papers_audits.md	text/markdown	2442758	2026-08-29T16:33:25.124Z	2603fc1bca3b47116a70a1432924139b	ok
The Method Materials/The_Method_1_6_BUILD68_compendia_papers_audits.md	1F2zpQVKc0mqSldDKYWciHc3wF9giOFo8	The_Method_1_6_BUILD68_compendia_papers_audits.md	text/markdown	2460322	2026-08-29T19:50:02.078Z	a16219fc4ea3a50169cdb582eb05ee10	ok
The Method Materials/The_Method_1_6_BUILD74_compendia_papers_audits.md	1cc39UVdqSZ5wboybtSD8TRqRKNsQnVkq	The_Method_1_6_BUILD74_compendia_papers_audits.md	text/markdown	2470383	2026-08-29T21:34:03.812Z	eb52dd43f5ee7a4685676d211f94f7a4	ok
The Method Materials/The_Method_1_6_BUILD75_compendia_papers_audits.md	1Bkj1jKk-6s3jEpHY2OrkyerCpH6v_XjG	The_Method_1_6_BUILD75_compendia_papers_audits.md	text/markdown	2471737	2026-08-29T22:00:17.999Z	de89d94c0c371d4ac325c37c55f32915	ok
The Method Materials/The_Method_1_6_BUILD76_main_and_register.md	1I_8UDmIZKRrYjLPLEx4lG9OwpIaHkcjU	The_Method_1_6_BUILD76_main_and_register.md	text/markdown	1977372	2026-08-29T22:20:27.381Z	a4fbbc49d58ec6c6d6dd71a13f116765	ok
The Method Materials/The_Method_1_6_BUILD77_compendia_papers_audits.md	19ML-vHRcA4x15nGyn8tn63bPGjtiroJ4	The_Method_1_6_BUILD77_compendia_papers_audits.md	text/markdown	2461542	2026-08-29T22:39:55.527Z	3abbb87055fc700b1f724d08a425c994	ok
The Method Materials/The_Method_1_6_BUILD78_compendia_papers_audits.md	1hIlBUWUZHMD38JMu_a3o-zxXcImzCLHV	The_Method_1_6_BUILD78_compendia_papers_audits.md	text/markdown	2461598	2026-08-29T22:42:11.765Z	494f9bb8e52688a1157296b57b44cf9e	ok
The Method Materials/The_Method_1_6_BUILD79_compendia_papers_audits.md	1jIVvKEV6v4cau4k5Ldyt1AJxDmll4wj0	The_Method_1_6_BUILD79_compendia_papers_audits.md	text/markdown	2462001	2026-08-29T23:32:04.613Z	d0201721d2793a9c000f5af18e89d6c8	ok
The Method Materials/The_Method_1_6_BUILD79_compendia_papers_audits__16qZCi3etMYNJGTPQ8A_wu64_q8jzbmB1.md	16qZCi3etMYNJGTPQ8A_wu64_q8jzbmB1	The_Method_1_6_BUILD79_compendia_papers_audits.md	text/markdown	2462001	2026-08-29T22:52:26.893Z	d0201721d2793a9c000f5af18e89d6c8	ok
The Method Materials/The_Method_1_6_BUILD82_main_and_register.md	1NWUY-G2usPlktMBP87Ql927MNOO6Qs3r	The_Method_1_6_BUILD82_main_and_register.md	text/markdown	1978898	2026-08-29T23:32:04.175Z	509ef9d0d953e109b6f2aa64bd2fa0e7	ok
The Method Materials/The_Method_1_6_BUILD83_compendia_papers_audits.md	12roL0dz5zkpmwYj6Gap0ZSP9bhAeG_6X	The_Method_1_6_BUILD83_compendia_papers_audits.md	text/markdown	2467249	2026-08-29T23:32:04.396Z	bb325ca5e5022cdd3fe14d40e6671d28	ok
The Method Materials/The_Method_1_6_BUILD84_compendia_papers_audits.md	1HPTrjLpt17oMEgo-HTXsOnOBD3Ohf4kC	The_Method_1_6_BUILD84_compendia_papers_audits.md	text/markdown	2468713	2026-08-30T00:52:40.914Z	bb8084ae4112e2516af4caaa2d8af9df	ok
The Method Materials/The_Method_1_6_BUILD84_main_and_register.md	1ue84nKlnBUiK2gIoGc_6lhXwXK0H_7bt	The_Method_1_6_BUILD84_main_and_register.md	text/markdown	1978898	2026-08-30T00:52:41.199Z	5dd03206e862d2a3d4ce9ef9705891cf	ok
The Method Materials/The_Method_1_6_BUILD85_compendia_papers_audits.md	13iRlTgMjlLhWqAifos5WTcD-kc84j3v5	The_Method_1_6_BUILD85_compendia_papers_audits.md	text/markdown	2470235	2026-08-30T00:52:41.102Z	0fc9f1fc19332f4dc747b13333abfa5d	ok
The Method Materials/The_Method_1_6_BUILD86_compendia_papers_audits.md	13jyF4y369qFAwxY_bx7_3t3FSAZCj8xh	The_Method_1_6_BUILD86_compendia_papers_audits.md	text/markdown	2471977	2026-08-30T00:52:41.011Z	89fc3137da5fbb6c220df1b730d89451	ok
The Method Materials/The_Method_1_6_BUILD86_main_and_register.md	1g3eOsiPXlLZpvTP5wzep_FCGI_Dw5Q58	The_Method_1_6_BUILD86_main_and_register.md	text/markdown	1979806	2026-08-30T00:52:40.859Z	c18167e7811fbb4a7e42f5acd9b26f31	ok
The Method Materials/The_Method_1_6_BUILD87_compendia_papers_audits.md	1505fXqfNufOJyHAE4wOUcEUgC80kV9aZ	The_Method_1_6_BUILD87_compendia_papers_audits.md	text/markdown	2474406	2026-08-30T00:52:41.059Z	a532084f3b86bec2a597bcc0bc0a7623	ok
The Method Materials/The_Method_1_6_BUILD87_main_and_register.md	1gf7yWSsVF0dTQszCwxTQciyaZcd2kGCa	The_Method_1_6_BUILD87_main_and_register.md	text/markdown	1981354	2026-08-30T00:52:41.247Z	7e8d7cd4865c9c0af8246b3c8d2db39f	ok
The Method Materials/The_Method_1_6_BUILD88_compendia_papers_audits.md	1Wxr19izPPOD6ogrtlbMkEvJ3sLwUTAp2	The_Method_1_6_BUILD88_compendia_papers_audits.md	text/markdown	2476442	2026-08-30T00:52:41.145Z	94c0d1699da2fe7452de1786adc877fa	ok
The Method Materials/The_Method_1_6_BUILD88_main_and_register.md	1i70_LNIVxwKAZ-HftnwK4ckffeMHRo3H	The_Method_1_6_BUILD88_main_and_register.md	text/markdown	1982229	2026-08-30T00:52:40.969Z	40572a55165556b3d79c06403265675d	ok
The Method Materials/The_Method_1_6_BUILD89_compendia_papers_audits.md	1jbpNtwvGTMJpBlUn2Mm2dN6VSJiGcTX3	The_Method_1_6_BUILD89_compendia_papers_audits.md	text/markdown	2477807	2026-08-30T00:52:40.810Z	1d4dce3b5c133556e6347b2555535c4f	ok
The Method Materials/The_Method_1_6_BUILD90_compendia_papers_audits.md	1y7WYlrJCbOqD-36pYV8eMRMAaE3KJeMh	The_Method_1_6_BUILD90_compendia_papers_audits.md	text/markdown	2481633	2026-08-30T01:48:38.512Z	dfee9a53bc7265e30bdb0cc6c1748e34	ok
The Method Materials/The_Method_1_6_BUILD90_main_and_register.md	1lJ9R3vqAz3TNriJOyxJIKJGh5HqwY7GH	The_Method_1_6_BUILD90_main_and_register.md	text/markdown	1983081	2026-08-30T01:48:38.031Z	49065309b0c4fe8e055f693aed295cca	ok
The Method Materials/The_Method_1_6_BUILD91_compendia_papers_audits.md	1LlQtJ-92bIlrvnHo3muuIvLG4WIFtdeB	The_Method_1_6_BUILD91_compendia_papers_audits.md	text/markdown	2483858	2026-08-30T01:48:38.229Z	a450e062fe5bd85ca739131bfa0cb426	ok
The Method Materials/The_Method_1_6_BUILD93_compendia_papers_audits.md	1hROf4StyNgxoaJjQcFdnbOPhOdoGrnL5	The_Method_1_6_BUILD93_compendia_papers_audits.md	text/markdown	2735797	2026-08-30T03:18:14.211Z	842d1781d81d1f8bfb84d47b264033d5	ok
The Method Materials/The_Method_1_6_BUILD94_compendia_papers_audits.md	1-B3FufOI1eiC21Tpy3eTkMGjtT5sCHvU	The_Method_1_6_BUILD94_compendia_papers_audits.md	text/markdown	2810761	2026-08-30T04:34:26.899Z	439869fc594cfbdcd122ebcd2c087fff	ok
The Method Materials/The_Method_1_6_BUILD95_compendia_papers_audits-1.md	15T1cYLhfqUXojHeZxhxscOnEazz77GnV	The_Method_1_6_BUILD95_compendia_papers_audits-1.md	text/markdown	2872442	2026-08-30T04:56:46.033Z	b36813b7aeb3a7be39b61bb0e1a565eb	ok
The Method Materials/The_Method_1_6_BUILD96_compendia_papers_audits.md	1-P5Si5ymcJV15B-VJpIcXjtXetxudDFW	The_Method_1_6_BUILD96_compendia_papers_audits.md	text/markdown	2922763	2026-08-30T05:41:55.437Z	9dac8d6b12bd36a7db73f94c23b329b5	ok
The Method Materials/The_Method_1_6_BUILD97_compendia_papers_audits.md	1421HJwO3XV6yC-PQFnuQ68DT-C6BIzXr	The_Method_1_6_BUILD97_compendia_papers_audits.md	text/markdown	2971367	2026-08-30T06:14:32.787Z	3446dafd21514258ed9a25d2f9c08d17	ok
The Method Materials/The_Method_1_6_BUILD98_compendia_papers_audits.md	11ZWQpZ1pcI_VUDRB6L7aI1uPE3_-yTEQ	The_Method_1_6_BUILD98_compendia_papers_audits.md	text/markdown	3028463	2026-08-30T14:56:46.762Z	e34f089ca1127301c33b72dd21d7d2fe	ok
The Method Materials/The_Method_1_6_BUILD99_compendia_papers_audits.md	1s0zEk1F84DtloHim2Wm-lQqqxqJgfuSF	The_Method_1_6_BUILD99_compendia_papers_audits.md	text/markdown	3073497	2026-08-30T15:22:42.414Z	43524357f69fa4e9632a9d66c031b964	ok
The Method Materials/The_Method_1_6_BUILD9_compendia_papers_audits.md	1TLqGqSs8b4IDXzJc59-1Ax4zXapxGEkE	The_Method_1_6_BUILD9_compendia_papers_audits.md	text/markdown	669649	2026-08-24T18:07:37.210Z	668da78b0610d3094858561520942b0d	ok
The Method Materials/The_Method_1_6_BUILD9_main_and_register.md	1xr94Hsbq69zB8jLtpcb4xNOqAN7G_1mG	The_Method_1_6_BUILD9_main_and_register.md	text/markdown	2010083	2026-08-24T18:07:37.363Z	9a7fa415fb9329cab3e0a76d8b981c75	ok
The Method Materials/The_Method_1_6_figures.zip	1vqbc0bylJOSCKJ2oVVBmBNpl1ijCzpuu	The_Method_1_6_figures.zip	application/zip	753237	2026-08-24T00:20:19.453Z	3a2d6d9c452ae06f4d3344667f0ee498	ok
The Method Materials/The_Method_1_6_figures_BUILD13.zip	1q7pvnxMPILD9AVoH6XjymZHXX79YzITd	The_Method_1_6_figures_BUILD13.zip	application/zip	6299293	2026-08-24T20:30:48.061Z	78888f2078dc5342ab221a59bbcf8921	ok
The Method Materials/The_Method_1_6_figures_BUILD8.zip	1l-176jSS0yKyeV3sqWh4iGxyGr4p-grG	The_Method_1_6_figures_BUILD8.zip	application/zip	7012585	2026-08-24T03:27:58.052Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_figures_BUILD9.zip	1ZYYhoK3UKzYHA-TtwN5y8OPKZOcGN6g6	The_Method_1_6_figures_BUILD9.zip	application/zip	7480930	2026-08-24T18:07:37.523Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_figures_BUILD9__1AtBAHB7Dwr8QlUmiV1_EaPNMR1X2g-kN.zip	1AtBAHB7Dwr8QlUmiV1_EaPNMR1X2g-kN	The_Method_1_6_figures_BUILD9.zip	application/zip	7480930	2026-08-24T13:57:23.006Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/The_Method_1_6_figures_complete.zip	1jcoJrEKFh4FfWAdKfXWgbMasDpr4OYvp	The_Method_1_6_figures_complete.zip	application/zip	6299177	2026-08-24T01:45:45.025Z	14500d0e1eea26fd9f79b8066a5f1c9b	ok
The Method Materials/The_Method_1_6_ioi.pdf	1PdOKN7xMFSLS3iwIaWU_s4jTbOCfcr63	The_Method_1_6_ioi.pdf	application/pdf	4413375	2026-08-28T16:16:37.544Z	1e304c0ab8cda3e31cdab59d7a6d97d1	ok
The Method Materials/The_Method_1_6_main.pdf	1DAiXXEK7kbcx9kUMiXPiboa8LlYG34B3	The_Method_1_6_main.pdf	application/pdf	4808166	2026-08-28T16:16:37.839Z	4a289e4fbe3f8c667156ee3b18b406e2	ok
The Method Materials/The_Method_1_6_math.pdf	1quuVDXfzWaw5ONSSCH1lfgHoz0FWedob	The_Method_1_6_math.pdf	application/pdf	1390488	2026-08-28T16:16:37.716Z	048d0c57a079ef5a10945d5f2a08c063	ok
The Method Materials/The_Method_1_6_physics.pdf	1r8ExHds3WcG-Z5R7vwK5FgFlekaZ2xZE	The_Method_1_6_physics.pdf	application/pdf	496892	2026-08-28T16:16:37.758Z	7312a8852c45831bfc4e7767f4d21993	ok
The Method Materials/The_Method_1_6_register.pdf	1efYZQufPkX-UYP9SOvkSHV0jJtYHYKTK	The_Method_1_6_register.pdf	application/pdf	2980456	2026-08-28T16:16:37.653Z	9d2210d70f4d0afbf2d20d8d9389c98f	ok
The Method Materials/The_Method_1_6_spectra.pdf	1JNRkMK2vlFEMKbDazEtJIFs9MqGPIVhY	The_Method_1_6_spectra.pdf	application/pdf	3379406	2026-08-28T16:16:37.603Z	70e207c30d1e7e692eed7fc0cf7efaf1	ok
The Method Materials/channels.py	1W8PmTRV29Ji7D7PatUUDE6j8WCl12Pam	channels.py	text/x-python	16774	2026-08-24T18:07:36.015Z	98b332d280e07bd92da17eef0a4cbbec	ok
The Method Materials/channels__19gb0AXcbWQMrTwTopLNdt1DB4YPU-gxb.py	19gb0AXcbWQMrTwTopLNdt1DB4YPU-gxb	channels.py	text/x-python	16774	2026-08-24T18:07:33.377Z	98b332d280e07bd92da17eef0a4cbbec	ok
The Method Materials/channels__1KLY8K0sR3q47BtVm4Lsv3ToaS9Ompwrf.py	1KLY8K0sR3q47BtVm4Lsv3ToaS9Ompwrf	channels.py	text/x-python	16774	2026-08-24T18:07:31.047Z	98b332d280e07bd92da17eef0a4cbbec	ok
The Method Materials/channels__1NTWkFND4g1zKcWeTFPkRxJnltA-OWIQz.py	1NTWkFND4g1zKcWeTFPkRxJnltA-OWIQz	channels.py	text/x-python	16774	2026-08-24T18:07:34.507Z	98b332d280e07bd92da17eef0a4cbbec	ok
The Method Materials/chat57-instruments.tar.gz	1K4rdXcOm2O3Rv9cUr8RQnW--OrHE9y6Z	chat57-instruments.tar.gz	application/gzip	3281	2026-08-29T00:34:14.573Z	2741d9e3145ff94f8b435bda6c0c84de	ok
The Method Materials/chat58-instruments.tar.gz	1ssN82MYyG3HfndnEVVAHyv1BgI5G5wpa	chat58-instruments.tar.gz	application/gzip	8404	2026-08-29T01:19:48.640Z	d3b7768203052ff8a9e4453a319438c1	ok
The Method Materials/chat65-instruments.tar-1.gz	1YB-Elu0AzmfzVicrWDvYDYdhBMeus0wS	chat65-instruments.tar-1.gz	application/gzip	9326	2026-08-30T00:53:19.306Z	363563bf8c69116b7d040a5adfdb77a3	ok
The Method Materials/chat65-instruments.tar.gz	1I5T6KFpwcq7qB8E7XRcBCB_MPJWXanBl	chat65-instruments.tar.gz	application/gzip	9326	2026-08-30T00:52:40.552Z	363563bf8c69116b7d040a5adfdb77a3	ok
The Method Materials/chat66-instruments.tar.gz	1CJzecGlSCmJtzdoNZwjbmsMHqCzKp7eb	chat66-instruments.tar.gz	application/gzip	12243	2026-08-30T01:48:38.587Z	3b15b9d770da96764489406271ba3991	ok
The Method Materials/chat67-instruments.tar.gz	10qrQ1PRhWd8FFZpbDhGVBFRBmlo0JQKp	chat67-instruments.tar.gz	application/gzip	15181	2026-08-30T02:27:24.876Z	15a402f13c4feb5100c45c5b4d0a50b4	ok
The Method Materials/convert.py	1WOYaWYJ-1kefbUnJZkaExll_IOVVLvdZ	convert.py	text/x-python	4104	2026-08-29T22:39:55.690Z	feadac8d4c28d751092598e07b79f955	ok
The Method Materials/covers8.json	1sqMDyhkQZykKsr7pHUgcwd9IbhcnfO_0	covers8.json	application/json	4523682	2026-08-28T20:15:50.411Z	5bb92ebb6cd122115b8b3a96372868e9	ok
The Method Materials/factor.py	1ZzlCQCgwtDVqN8wbb3b12UJ16CngPvn8	factor.py	text/x-python	2174	2026-08-28T21:05:37.948Z	55c518c9e0d267d9ce6fd95d1e42dbde	ok
The Method Materials/fig-i1-tower.png	1YjuOnoQ_jaoa84Rg_PqClWJyUYBmc7VW	fig-i1-tower.png	image/png	62968	2026-08-28T22:27:34.991Z	e479d541803e3f17bd4d0bc5a9a589dc	ok
The Method Materials/fig-i2-landscape.png	1lzkXNN2LOH0sh8IdkcC0QE9E2bpRoEuz	fig-i2-landscape.png	image/png	52164	2026-08-28T22:27:34.936Z	a0ee3bf0ce0fc0335c534cb6f7f0c7c5	ok
The Method Materials/fill_limit.py	1F4Qj-TJ7rwdVOJ5628T6Ik0QoW4rv1mj	fill_limit.py	text/x-python	9062	2026-08-29T15:33:42.934Z	9a70b8421b56404cbc37863024b4b212	ok
The Method Materials/fill_outside.py	1xKNpdY4SDy3iJ_BPYkVJ7LmT-oY8buFy	fill_outside.py	text/x-python	5899	2026-08-29T15:49:19.181Z	b0ed4199d597681c57b0f20a5398c420	ok
The Method Materials/fill_value.py	1bJ-Qmh3SVT7OrjAeiOdSUhxgBAQOm80s	fill_value.py	text/x-python	2328	2026-08-29T15:59:33.710Z	227a2ff910ae630b3300766e52f9f134	ok
The Method Materials/ioi.pdf	1kFQ_Hv6GuH1b5Sw7BgJkvtvyYho6wV8S	ioi.pdf	application/pdf	4413375	2026-08-28T16:16:36.399Z	1e304c0ab8cda3e31cdab59d7a6d97d1	ok
The Method Materials/lam8.py	1-sdL1qCN1E9fr7NFh4ruAKMwE04esw2F	lam8.py	text/x-python	570	2026-08-29T04:22:51.488Z	b837a69ec7c05819b531acff665ae5da	ok
The Method Materials/main.pdf	1u4H_jLkI_qOTp3bbkHHuoyotot7tHPrD	main.pdf	application/pdf	4808166	2026-08-28T16:16:34.911Z	4a289e4fbe3f8c667156ee3b18b406e2	ok
The Method Materials/math.pdf	1ReXFLhgCFfZOYb2Oi9E7WttilbrrUwkL	math.pdf	application/pdf	1390488	2026-08-28T16:16:36.310Z	048d0c57a079ef5a10945d5f2a08c063	ok
The Method Materials/method16_rp_A_instruments.tar.gz	18RTwgMdnpN1hNdBDR4TgB7opb4buGedh	method16_rp_A_instruments.tar.gz	application/gzip	1005510	2026-08-24T21:52:52.149Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/method16_rp_B_data.tar.gz	12XrDQ3Kkj0P073tnCDzTuTZxZSuKnejN	method16_rp_B_data.tar.gz	application/gzip	6424788	2026-08-24T21:52:52.290Z		not-transferred: Drive connector session expired on every attempt
The Method Materials/method16_rp_C_figures.tar.gz	1meiidZD7rBODVXpiKfioDpzAEo3NAXdl	method16_rp_C_figures.tar.gz	application/gzip	6631820	2026-08-24T21:52:52.402Z		not-transferred: Drive connector session expired on every attempt
