id	phase	status	size	reader_facing	triaged	title	source
F-186	3	OPEN	S	yes	yes	C.3 '735,091 against 735,092' reproduces the retired δ̄ row, not the live 736,688; 'single prediction' vs §25.6 'not a prediction'	DEFERRED.md L3154–3156 (Chat 134 item 3, 21a-03); L3356–3357 (Chat 145 item 1)
F-187	3	OPEN	M	yes	yes	1,061 perturbation bounds live at eight sites while §23.10.4 L6517 supersedes them with 34	DEFERRED.md L3158–3160 (Chat 134 item 4, 21a-04)
F-188	3	OPEN	S	yes	yes	'1,442/1,442' at L10250, L10262 and §25.5 L6970 though Register 783 withdrew the headline	DEFERRED.md L3162–3163 (Chat 134 item 5, 21a-05)
F-189	3	OPEN	S	yes	yes	L10287 'the multi-target failure counts of §16.3' — §16.3 has no target line; counts' home unlocated	DEFERRED.md L3165–3166 (Chat 134 item 6, 21a-06)
F-190	3	OPEN	S	yes	yes	'30,000 ambient points' (C.1/C.2, §3.3) and D.5.4 'A.5 sampled, not proved' after Register 222/248 retired sampling for the exhaustive 6,912	DEFERRED.md L3168–3170 (Chat 134 item 7, 21a-07); L3214 (23a-01)
F-191	1	OPEN	S	yes	yes	§10.2 'seventeenfold range' / '2.17-fold spread' vs Figure 10.1 caption 'hundredfold'; L10254, L10257 figures single-site	DEFERRED.md L3175–3177 (Chat 134 item 9)
F-192	3	OPEN	S	yes	yes	Appendix C Ruling 45/46 candidates (figure.dpi f01–f18, Python 3/NumPy, L10270–L10295); '200 constructions' vs '200/200 covers'	DEFERRED.md L3179–3181 (Chat 134 item 10)
F-193	2	OPEN	M	yes	yes	Cited Register numbers without bare headings: 344, 571, 1257, 1710 absent; 219/220/221/305/239/256 only under grouped headings	DEFERRED.md L3299–3300 (Chat 141 item 1, 28a-01); L3318–3320 (Chat 142 warn-04); L3218 (23b-03); L3232 (24b-03)
F-194	3	OPEN	S	yes	yes	L11615 '§§12.11.1, 22.9' — §22.9 has no heading	DEFERRED.md L3302–3303 (Chat 141 item 2, 28a-02)
F-195	3	OPEN	M	yes	yes	Seven References pointers (→§12.11.4, §14.5.9, §14.5.3, §26.6, §23.1, §32.2 ×2) do not carry the claim	DEFERRED.md L3305–3307 (Chat 141 item 3, 28a-03)
F-196	1	OPEN	S	yes	yes	Muon paper figures L11600–02 'recomputed here and reproduces' have one site and no instrument; Register 319 carries none	DEFERRED.md L3309–3311 (Chat 141 item 4, 28a-04)
F-197	3	OPEN	S	yes	yes	L11726 'thirteen in this section' — R.5 has 23 paragraph entries (31 with inline works)	DEFERRED.md L3313 (Chat 141 item 5, 28a-05)
F-198	3	OPEN	M	yes	yes	References dates/titles: Montgomery 2014/2015 on one line, Janet 1928/1929, Edlén 1960/1964 two titles, Ritz 1903 vs main 1908	DEFERRED.md L3317–3318 (Chat 141 item 7, 28a-07)
F-199	3	OPEN	L	yes	yes	Docket 36 roll: 33 cited-and-unbibliographed names; 4 bibliographed-and-uncited (Huang & Taylor, Nash & Monaghan, Ralchenko, Reader)	DEFERRED.md L3320–3322 (Chat 141 item 8, 28b-01)
F-200	3	OPEN	S	yes	yes	References lead-in L11554 sits after the two bold blocks	DEFERRED.md L3324–3325 (Chat 141 item 9, 28b-02)
F-201	3	OPEN	S	yes	yes	References: Ruling 45 narrated past state at nine lines; [F] and [S] markers undefined	DEFERRED.md L3327–3328 (Chat 141 item 10, 28b-03)
F-202	8	OPEN	M	yes	yes	References misfilings (Kimura under R.1; Dunz, Janet, Van Isacker/Racah, Chandrasekaran-Flanagan under R.5) and formatting; Index formatting	DEFERRED.md L3330–3332 (Chat 141 item 11, 28b-04/05); L3291 (27b-03)
F-203	-	DONE	S	yes	yes	R.7 Löwdin block scope closed by entry 1810's lead-in rewording; 1721's ten/seven stays engaged	DEFERRED.md L3334–3336 (Chat 141 item 12, 28b-06); L3456–3459 (Chat 151-B fourth, items 4, 9)
F-204	5	OPEN	L	yes	yes	R2 source-order class sweeps of the Mathematical, Physics, Index of Indices and Spectra compendia	DEFERRED.md L3340–3342 (Chat 141 item 15); L3466 (Chat 151-R item 1)
F-205	4	OPEN	S	yes	yes	IoI L1861 cites 1385 without its WARNING qualification; IoI L2074 row 10.4c not regenerated from G	DEFERRED.md L3317–3318 (Chat 142 item 1, warn-02/03)
F-206	2	OPEN	S	yes	yes	Register 1779 'the electron count Z − charge alone' and SC L126 'mult' row — the count is Z − charge + 1	DEFERRED.md L3321 (Chat 142 warn-05); L3266 (26a-02)
F-207	8	OPEN	S	yes	yes	Reader-facing register spans (1249–1357, 1249–1429, 1524–1677) name withdrawn or absent entries	DEFERRED.md L3322 (Chat 142 warn-06)
F-208	5	OPEN	S	yes	yes	1396's MC citer (L3716's section) unread for the six-and-five split against the twelve donor steps	DEFERRED.md L3323 (Chat 142 item 5)
F-209	4	OPEN	S	yes	yes	MC work matter: 'Corrected at register 1426', 'first reported as 47 / 11', `ground.py` (L3671–3716), `mathverify.py` and 'a build task' (L31	DEFERRED.md L3326 (Chat 142 item 8); L3348 (Chat 144 item 5)
F-210	2	OPEN	S	yes	yes	'Never resets mid-subshell' (L9626; Register 1333/1350) fails at Mo 42 and Rh 45 per 1401's forced resets	DEFERRED.md L3332 (Chat 143 item 3, 34re-03)
F-211	4	OPEN	S	yes	yes	MC L3202 'Proved — M §35;.' cites no entry for the exact-quartic decomposition; L3208 prints 1708's ratios outside the chain	DEFERRED.md L3346 (Chat 144 item 3, scf-A-03)
F-212	4	OPEN	M	yes	yes	Five of eight MC LS objects lack the R-FORM prior-art blockquote (C11 rows at mc 3160, 3196)	DEFERRED.md L3347 (Chat 144 item 4, scf-A-04)
F-213	-	DONE	S	no	yes	Sandbox-unverifiable goldens (r2-ch16n/s/t/u, r2-ch17c) and COORDINATES for r2-ch20a/26a	DEFERRED.md L3349 (Chat 144 item 6)
F-214	6	OPEN	S	no	yes	Drive housekeeping: BUILD174 duplicated in Materials (two fileIds); 'Claude Chats' export folder duplicates bundle titles	DEFERRED.md L3349 (Chat 144 item 6); L3398 (Chat 148 item 10)
F-215	2	OPEN	M	yes	yes	Committed Sc VI prediction of §25.6 / E.3 (736,688 in [735,860, 737,380]; 7s; δ₂/δ∞/δ(6s)) has no Register entry	DEFERRED.md L3359–3360 (Chat 145 item 3)
F-216	3	OPEN	S	yes	yes	± 1,398 / ± 1,594 / ± 2,169 (L7066, L7105, L7106) match no base; L7115 → §24.6 carries no family figure	DEFERRED.md L3362–3363 (Chat 145 item 5)
F-217	1	OPEN	M	yes	yes	14x-05/06 percentages and Ti I 23/26, Sc VI 6/10 inventories UNREPRODUCIBLE without ASD captures; L7550 '129×' unsourced	DEFERRED.md L3364 (Chat 145 item 6)
F-218	2	OPEN	S	yes	yes	D.5.9 E figures reproduce only with the 3B.five / 3B.pot precedent and a first-run verification unstated on page and in 1726	DEFERRED.md L3371 (Chat 146 item 2, 23a-03 (ii))
F-219	3	OPEN	S	yes	yes	E.1.4 'takes E from 4 to 10' — a +6 convention no reading of ℛ yields; record 382 carries it	DEFERRED.md L3379 (Chat 147 item 1, 24a-05 narrowed)
F-220	3	OPEN	S	yes	yes	Four closed-item coordinates fixed only by reproduction and the eleven-state's M/N rows are unprinted conventions	DEFERRED.md L3380 (Chat 147 item 2)
F-221	3	OPEN	S	yes	yes	§32.6.1 L9270 'E(Q) = 5 unfibred' readout stale; ten printed open rows give 3	DEFERRED.md L3381 (Chat 147 item 3)
F-222	3	OPEN	S	yes	yes	Register 212's fifteen-state, §32.2's seven, E.4.1's eight and the twelve-state print no rows; E.1.3's 'held at seven, eight, twelve' not re	DEFERRED.md L3382 (Chat 147 item 4)
F-223	3	OPEN	S	yes	yes	E.8 'Sixty-odd corrections come from §30.3 alone' — no convention respecting 'alone' reaches sixty	DEFERRED.md L3390 (Chat 148 item 1, 25b-03 narrowed)
F-224	3	OPEN	S	yes	yes	Chapter 28: §28.7 'Six … two printed here' counts nothing; §28.7.3 'Seventy-five … all printed' (63 printed, 118 twice); entry 59 printed tw	DEFERRED.md L3391–3393 (Chat 148 items 2–4, 25b-07/08/09)
F-225	5	OPEN	S	yes	yes	Chapter 28's descriptions of entries 150–164 single-witness (Register says SUPERSEDED; see 313); §28.7.5 'Thirty-one of the forty' uncensusa	DEFERRED.md L3394–3395 (Chat 148 items 5–6, 25b-10)
F-226	3	OPEN	S	yes	no	L962 '§28.7 states a count in its title — Eight, Twelve, Fifteen, Forty' names no 'Fifteen more' heading; L7614 repeats L7599 almost verbati	DEFERRED.md L3396 (Chat 148 item 7)
F-227	3	OPEN	S	yes	no	F.3's rule printed as headline (L11295) and elaboration (L11296–98) with different extents; E.1.5 L11024 / Register 1729 cite it for item R,	DEFERRED.md L3404 (Chat 150 item 2, 26b-11)
F-228	2	OPEN	S	yes	no	Register defects: L3113 '§784' (Register number with § sigil); L6299 'Thm 11.1' printed nowhere; L6507 (entry 1763) names run489.py, ruled_b	DEFERRED.md L3405–3407 (Chat 150 items 3–5, 26b-08/09/10)
F-229	3	OPEN	S	yes	no	L11298 'The work applies this without exception' — register 333 is the nearest exception (criterion weakened, not declared dead)	DEFERRED.md L3408 (Chat 150 item 6)
F-230	3	OPEN	S	yes	no	§32.1.3 L8961 and §32.1.4.1 L9023 cite F.4.1 for the withdrawal/method ratios F.4.1 withdrew as content	DEFERRED.md L3415 (Chat 151-B item 1, 26b-02)
F-231	3	OPEN	S	yes	no	§32.1.4 L8974 row 'Appendix F, the numbers 3 33 thirty-three' and L9023's 'counts of Appendices D, E and F' were computed on the withdrawn a	DEFERRED.md L3416 (Chat 151-B item 2, 26b-03); L3520 (Chat 153-R item 1)
F-232	3	OPEN	S	yes	no	F.4.1 says entries establish both ratios; 'method ratio' has one site (register 296) with no numeral	DEFERRED.md L3417 (Chat 151-B item 3, 26c-01)
F-233	0	OPEN	M	yes	no	188 only-PP lines of withdrawn Appendix F: 19 substantive figures have no Register site, 16 in no volume (incl. 24,162 : 54,241 = 0.445, the	DEFERRED.md L3419 (Chat 151-B item 5, 26c-03)
F-234	6	OPEN	S	no	no	Register 375's 'the press computes them at every build' not exercised; appf.py press untested	DEFERRED.md L3423 (Chat 151-B item 9)
F-235	0	OPEN	S	yes	no	Appendix G after entry 1812: registers 1019 and 1020 carried NEAR against §10.4e (unassigned); row 10.4d (M.C2) prints no pointer and 1022's	DEFERRED.md L3521 (Chat 153-R item 2); L3429 (27a-07)
F-236	3	OPEN	S	yes	no	Appendix G rows 8.2 / 8.4 point at 'Chapter 12'; the sites are §14.6.6 L4245–50	DEFERRED.md L3285 (Chat 140 item 3, 27a-03)
F-237	2	OPEN	S	yes	no	IoI L2021 row §1.7 truncated ('…value count while \') — escaped |X| read as cell boundaries; Register 1778's 'copied unchanged' false at one	DEFERRED.md L3283 (Chat 140 item 1, 27a-01)
F-238	1	OPEN	S	yes	no	L11363 'thirty-seven objects' record-carried (G column 32; 1769 sources 37 to R 1218–1230 which carry no Transitions); row 10.1's three MC o	DEFERRED.md L3286 (Chat 140 item 4, 27a-04)
F-239	3	OPEN	S	yes	no	Index L11429/L11432 'interiority' twice under 'bracket'; '311 entries' / '57 terms' depend on the duplicate	DEFERRED.md L3287 (Chat 140 item 5, 27a-05)
F-240	3	OPEN	S	yes	no	Index L11419 'The previous index (57 terms, 139 entries, 44 relations)' vs PP's 51/129/40; L11419, L11363–64, L11369–70, L11405 carry index_	DEFERRED.md L3288–3289 (Chat 140 items 6–7, 27a-06, 27b-01)
F-241	3	OPEN	S	yes	no	L11417 'a down-set condition in §16.4 form' — §16.4 carries no down-set; the condition is §2.23 L1162; '§16.4 form' idiom at six other sites	DEFERRED.md L3292 (Chat 140 item 10, 27b-04)
F-242	3	OPEN	S	yes	no	F.3 L11292–93 'Chapters 6, 12 and 24 state their central measurements to this standard' — Chapter 24 carries none; F.3 is cited from §22	DEFERRED.md L3265 (Chat 139 item 1, 26a-01)
F-243	3	OPEN	S	yes	no	E.1.2 L10955, E.3 L11119 'nine stable cells, named at F.3.1' — rebuilt F.3.1 names no cell; cells live in Register 371/372/388/392	DEFERRED.md L3267 (Chat 139 item 3, 26b-01); L3232 (24b-05); L3252 (Chat 138 item 10)
F-244	2	OPEN	S	yes	no	Register 1786 'There was never an F.3.1 or an F.3.2' — PP carries both; history sentence false	DEFERRED.md L3272 (Chat 139 item 8, 26b-06)
F-245	3	OPEN	M	yes	no	F.4.1 / F.4.2 entire are build narration (Ruling 45: L11225–27, L11291, L11332–34, L11340–41); 'the ruling that separates the record of the 	DEFERRED.md L3273 (Chat 139 item 9, 26b-07)
F-246	3	OPEN	S	yes	no	E.3 lists A B C D F G H I P; E.1.2 is open at those plus R — R has no E.3 entry against L11055 'the two must list the same items'	DEFERRED.md L3245 (Chat 138 item 1, 25a-01)
F-247	3	OPEN	S	yes	no	E.4.1 L11133 '§32.2 asserted |Q| = 7' — §32.2 carries no Q, seven, assert	DEFERRED.md L3246 (Chat 138 item 2, 25a-02)
F-248	3	OPEN	M	yes	no	Stale state narration in Appendices D–E: 'sixteen fibres' beside a 24-fibre table (L10463, L10526–27, D.2 L10350); 'the current thirteen' (E	DEFERRED.md L3247 (Chat 138 item 3, 25a-03); L3236 (24b-04/24a-04); L3215 (23a-02)
F-249	3	OPEN	S	yes	no	L11086–87 '§30.3.5 states the law, the procedure, and the residue — realisability' — realisability is at §30.3.8	DEFERRED.md L3248 (Chat 138 item 4, 25b-01)
F-250	3	OPEN	S	yes	no	E.7 L11209–10 '§2.10 … should have said, and now does: SEARCH BEFORE DERIVING' — §2.10 L623 still does not	DEFERRED.md L3249 (Chat 138 item 5, 25b-02)
F-251	1	OPEN	S	yes	no	E.3 item C's vocabulary: 'Newton decrement' absent from §29.7 (sites §23.8.1–3); 'partial identification' single witness	DEFERRED.md L3251 (Chat 138 item 7, 25b-04)
F-252	3	OPEN	S	yes	no	E.8 L11214 'Λ₉ passed six independent tests' one site; 'target-spin axis' vs §12.11.1's '2S′' notation	DEFERRED.md L3252 (Chat 138 item 8, 25b-05)
F-253	3	OPEN	S	yes	no	E.6 ↔ §30.3.9 mutual citation for one open state while §30.3.8 and §29.8 state hardness results	DEFERRED.md L3253 (Chat 138 item 9, 25b-06)
F-254	3	OPEN	S	yes	no	L11219–20 'This chapter is where that is done' in an appendix; E.3 L11059 prints 91.338 eV beside the bracket without the point value 736,68	DEFERRED.md L3254 (Chat 138 item 10); L3256 (item 12)
F-255	3	OPEN	S	yes	no	Appendix E Ruling 45 candidates: L10940 heading 'as this session leaves it', L11057 'audit 15', L11076, L11099 'this session did not fetch',	DEFERRED.md L3257 (Chat 138 item 13); L3235 (Chat 137 item 11)
F-256	3	OPEN	M	yes	no	Appendix E.2 figures and pointers: L11042 '518 at order 1' vs §23.10.4's 499; L11048 Gröbner basis cited to §29.8 (home §30.4.1); L11046 acc	DEFERRED.md L3227–3230 (Chat 137 items 1–4, 24a-01/02/03, 24b-01, 24b-06)
F-257	3	OPEN	S	yes	no	'E.4' cited at L10923, L10936 but no `### E.4` heading; heading text is an unmarked body line at L11105	DEFERRED.md L3231 (Chat 137 item 5, 24b-02)
F-258	1	OPEN	S	yes	no	'1,585-fold' at L11037 and §23.10.4 L6514 — 25.96/0.0164 = 1,582.93 at two-decimal inputs; unrounded medians unprinted	DEFERRED.md L3234 (Chat 137 item 10)
F-259	recorded	OPEN	S	yes	no	Owed re-probes with no finding yet: pointers §12.11.0.1/.0.2/.0.5/.0.6, §16.8.5, §30.3.3, §32.1.4 on their sections' own words; §32.1.4 for 	DEFERRED.md L3236 (Chat 137 item 12); L3218–3219 (Chat 136 item 7)
F-260	3	OPEN	S	yes	no	L10546 cites §16.2 for the closure operator (should be §14.2, as L10567); L10500–02: 'register 269' removed post-PP leaving two subject-less	DEFERRED.md L3214–3217 (Chat 136 items 3–4, 23b-01/02)
F-261	3	OPEN	S	yes	no	Appendix D part 2: Fourier, Motzkin (L10867) unbibliographed; first person L10771, L10779, L10784, L10785; L10492 'press … build', L10723 'T	DEFERRED.md L3219 (Chat 136 item 6)
F-262	3	OPEN	S	yes	no	Appendix D part 1: L10383 'forty-eight bounds' should be 56; L10353 cites §16.7.1 for a 'diagnostic loop' it does not carry; '976 of 976' ti	DEFERRED.md L3191–3195 (Chat 135 items 1–3, 22a-01, 22b-01, 22a-02)
F-263	3	OPEN	L	yes	no	Register emphasis class: 22 unbalanced entries (1617 left five); `register_review.py` not a member; R3-CLASS-EM dry-run 246 repairs / 29 dec	DEFERRED.md L3468 (Chat 151-R item 2, reg13-01); L3469 (item 3)
F-264	0	OPEN	S	yes	no	Entry 1725 (the form record) was written and removed; 110 withdrawn entries recovered in WITHDRAWN-RECOVERED.md; whether any is reinstated i	DEFERRED.md L3470 (Chat 151-R item 4, reg1-05)
F-265	-	DONE	S	yes	no	Register front-matter counts stale: 94 + 70 + 1,470 = 1,634 vs printed 1,635; under BUILD92+ 1,639 headings / extent 1796 (now 1835 per READ	DEFERRED.md L3474 (Chat 151-R item 7, reg1-04); L3491 (151-R third block item 2); L3524 (Chat 153-R item 5)
F-266	2	OPEN	M	yes	no	Register-read findings reg1-01 to reg1-06, reg2-01, reg3-01, reg4-01, reg7-01/-02, reg8-01/-03, reg12-01 to reg12-03 — named here by id only	DEFERRED.md L3466 (Chat 151-R item 1)
F-267	-	DONE	S	no	no	The 6,912 ambient box carried as not verifiable on the bundle	DEFERRED.md L3476 (Chat 151-R item 9)
F-268	0	OPEN	M	yes	no	Cypher instruments: audit_lambda.py exits 1 with two FAILs standing; audit_math.py NOT seated (counterexample to register 1176 stands; entry	DEFERRED.md L3483–3485 (Chat 152 items 7–8); L3497 (151-R third block item 8)
F-269	6	OPEN	L	no	no	Successor instruments owed: r2-regsweep2, r2-26b2 (extent asserted as invariant), plus the 12 ERROR instruments after the +8 shift (r2-23a, 	DEFERRED.md L3494 (151-R third block item 5); L3503 (Chat 153B item 4)
F-270	-	DONE	L	no	no	Gate red at 70 of 86 after r3-wl2's +8 shift: 58 output-differs (9 honest re-banks), 12 ERROR; 58 instruments carry 612 main-volume line lit	DEFERRED.md L3500–3507 (Chat 153B items 1–6); L3510–3517 (Chat 153C)
F-271	-	DONE	S	no	no	The 25 truthful re-banks (goldens that moved honestly under BUILD92) are the next build's	DEFERRED.md L3495 (151-R third block item 8)
F-272	4	OPEN	L	yes	no	Mathematical Compendium never states its own handle vocabulary — 265 handles in one column, none defined, 137 resolving nowhere in any volum	DEFERRED.md L3525 (Chat 153-R item 6)
F-273	recorded	OPEN	S	yes	no	28a-08: r2-ch28a still prints '16 of 162' (multi-author rows, not overlap) — recorded, not repaired; 28a-09: Register 1736's 'never listed' 	DEFERRED.md L3522 (Chat 153-R item 3); L3442–3443 (Chat 151-B third, items 2–3)
F-274	-	DONE	S	yes	no	After 28b-07's closure: Hill, Poincaré, Freuder, Mardling & Aarseth at L11818 'cited above and reused' outside the reading's scope; Freuder 	DEFERRED.md L3450 (Chat 151-B fourth, item 2, 28b-07 — closed at 1810) and L3458 item 10
F-275	recorded	OPEN	S	no	no	F.3-rule reading: three entries undecidable and carried as an upper bound (333, 810, 1504)	DEFERRED.md L3410 (Chat 150 item 7)
F-276	recorded	OPEN	S	no	no	Delivery form for the next external request: logs must be deterministic (caps_table.log's wall-clock column not bankable); text members ente	DEFERRED.md L3012–3013 (Chat 130 item 7)
G-01	1	OPEN	M	yes	no	§22.5 / Rule 4 σ collision — flagged for correction in R3, both readings carried	method/members/RULINGS-R2.md, Chat 95 block, items 3 and disposition list (L51-54, L75)
G-02	2	OPEN	S	yes	no	§18.4.1 one-dimensional refinement — Register entry owed when the hold lifts	method/members/RULINGS-R2.md, Chat 95 block, disposition list (L73-74)
G-03	3	OPEN	S	yes	no	ν_V pointer and Ga I attribution (14k-01, 14k-02) — flagged for repair	method/members/RULINGS-R2.md, Chat 95 block (L76-77)
G-04	3	OPEN	L	yes	no	Six heading-only sections and the Chapter 34 rewrite — authoring by M, entry via guarded build	method/members/RULINGS-R2.md, Chat 95 disposition (L66-72) and Chat 127 item 3 (L109-115)
G-05	6	OPEN	L	no	no	R2 compendia leg: the four compendia by class sweep (nine classes) plus line-by-line read of narrative sections	method/members/RULINGS-R2.md, Chat 127 item 2 (L97-108), Chat 151-R item 2 and closing line (L201-203, L216); method/CLA
G-06	6	OPEN	L	no	no	Every computable claim in the Register and the Mathematical Compendium re-derived by instrument and banked — Chapter 34 re-take and the SCF 	method/members/RULINGS-R2.md, Chat 128 item 3 and Chat 151-R item 4 (L159-163, L206-207)
G-07	3	OPEN	L	yes	no	R3 by class in the order mathematics → prose → appendices and indices, every change through a guarded build with a Register entry	method/members/RULINGS-R2.md, Chat 128 items 1 and 3(iii) (L152-154, L162); method/CLAUDE.md L82-83
G-08	6	OPEN	L	no	no	R4 cross-volume audit — every figure in every volume equal to its golden — then the press	method/members/RULINGS-R2.md, Chat 128 item 3(iv) (L162-163); method/CLAUDE.md L83
G-09	4	OPEN	L	yes	no	Compendium task line after R4: renumber → bibliography → Register expansions → main-volume prose; canon reorder/renumber as the one last ste	method/CLAUDE.md L83 and L124
G-10	6	OPEN	L	yes	no	Löwdin and three-body instruments requested (REQUEST-LOWDIN twelve items, REQUEST-THREEBODY ten items) — deliveries to enter by guarded buil	method/members/RULINGS-R2.md, Chat 128 item 4 (L164-168)
G-11	-	DONE	M	no	no	Compendia bundle split into LIVE and ARCHIVE bundles, gated by md5 — ruled, not recorded executed	method/members/RULINGS-R2.md, Chat 127 item 5 (L125-133)
G-12	6	OPEN	M	no	no	Drive/repository reconciliation — the transfer half not done; Drive frozen at BUILD184 + BUILD90	method/members/RULINGS-R2.md, Ruling B item 4 (L280-282); method/CLAUDE.md L77-78
G-13	0	OPEN	M	no	no	The suspended store ruling — settle Cowork's access to GitHub or retire the BUILDNNN-PARTS split	method/CLAUDE.md §0 (L12-21, L40-47), L78
G-14	recorded	OPEN	M	no	no	The §0 gate text is stale against the store: names BUILD94/BUILD194, 424 members, 'known red 56', 'manifest --main BUILD92', kinds stale by 	method/CLAUDE.md §0 L22-23, §3 L66-79, §6 L114 — the whole gate text vs method/README.md
G-15	2	OPEN	S	yes	no	Register entry 1797 staged, never seated — a hole in the seated Register between 1796 and 1798	method/CLAUDE.md L79; method/REGISTER-QUEUE-APPEND-cypher-audit.md; the seated Register (### 1796 at L6629, ### 1798 at 
G-16	3	OPEN	M	yes	no	R3-CLASS-EM (the Register emphasis class, 246 repairs) specified and held — must not apply until a checker is seated into the gate	method/CLAUDE.md L79; RULINGS-R2.md Chat 128 item 1
G-17	6	OPEN	M	no	no	Held instruments still owed a successor reading: r2-26b (r2-26b2 named owed), r2-ch18b, r2-ch23b, r2-reg11a2, r2-reg12b, r2-ch17e2, the seve	method/CLAUDE.md L73 and L79 (the held/red set); WORKING-REGISTER W-232/W-234 held lists (L8282, L8306, L8322)
G-18	3	OPEN	S	yes	no	Handle leaks in the reader-facing Register: entry 1796 prints BUILD180 (census 1557, C13-HANDLE-LEAK); entries 1805–1806 print BUILD95–BUILD	method/CLAUDE.md L76; DEF-153O L37-40 (census C13 rows)
G-19	4	OPEN	M	yes	no	Work matter around LIMITS-B in the reader-facing Register: file names, byte counts, hash fragments and script names (LIMITS-B, channels.py, 	method/members/LIMITS-B.tsv (whole file) as printed into the Register at L6524 (entry on the six captures) and its neigh
G-20	0	OPEN	L	yes	no	126 Spectra Compendium channel rows remain 'untested' (Ne I 3, Zn I 2, Ba III 11, Ne II 37, Ar II 34, Si I 26, Ca II 6, Ca I 7) — no capture	method/members/LIMITS-B.tsv context: Register L6520 and L6524; Spectra Compendium L336-342 and the count paragraph at L9
G-21	6	OPEN	S	no	no	gate.py's MAIN constant still names BUILD90 — every manifest step must pass --main by hand	method/CLAUDE.md L72, L114; README 'Running the gate'
G-22	-	DONE	S	no	no	The gate's census step is red by construction — gate.py census cannot go green; the live route is gate_live.py --census	method/CLAUDE.md §6 L114 ('gate.py census' as a stopping step); README 'gate.py census stays red by construction'
G-23	6	OPEN	M	no	no	r2-ch23b exceeds gate.py's 270 s ceiling and selects census rows by line — held; a trimmed, content-keyed successor owed	method/CLAUDE.md L109 (instrument ceiling); README L~108; WORKING-REGISTER held lists (L8282)
G-24	6	OPEN	M	no	no	Functions owed to r2lib are copied verbatim into new instruments 'until lifted' — the lift is deferred (DEFERRED.md lists them)	method/CLAUDE.md L109
G-25	recorded	OPEN	S	no	no	The R2 read-position line in the gate is carried from chat 76 and never re-measured	method/CLAUDE.md L81
G-26	3	OPEN	L	yes	no	The repair docket (DOCKET.md) is carried forward until R3 executes each item — the docket's items are the R3 work queue	method/members/RULINGS-R2.md, Chat 95 consequence (L59-62) and Chat 127 item 5 (L125-126)
G-27	-	DONE	S	no	no	register_counts.py --write never run under the hold; its exit-1 report stands as the standing check	method/members/RULINGS-R2.md, Ruling A item 3 (L242-244)
H-01	3	OPEN	L	yes	no	Remaining classes of the 37-item R3 docket not executed	WORKING-REGISTER.md W-201 (line 8108, 'Not done, by design')
H-02	2	OPEN	M	yes	no	Register 1797 staged by REGISTER-QUEUE-APPEND-cypher-audit.md, never seated	WORKING-REGISTER.md W-201 (line 8101, Segment A); W-215 (line 8216); W-236 (audit_math seated)
H-03	recorded	OPEN	S	yes	no	Entry 1800: origin of the compendium's 92% left undecided	WORKING-REGISTER.md W-201 (line 8102, Segment B)
H-04	0	OPEN	M	no	no	Archive pass over superseded predecessor instruments awaits M's ruling	WORKING-REGISTER.md W-216 (line 8222), W-219, W-221, W-226, W-232, W-234 ('Held, and why')
H-05	6	OPEN	S	no	no	RETIRED.tsv not carried forward past chat 153's first retirees	WORKING-REGISTER.md W-203 (line 8125, 'The disposition') — inferred gap, not named as owed by the record
H-06	6	OPEN	S	no	no	r2-28b3.py in members/ with no golden — bank or retire, and its stale check tags	WORKING-REGISTER.md W-207 (line 8158–8159); W-236 (line 8343, 'Not seated, named')
H-07	6	OPEN	M	no	no	r2-26b successor is a reading, still owed	WORKING-REGISTER.md W-215 (line 8216); held through W-216, W-219, W-221, W-224, W-226, W-232, W-234
H-08	6	OPEN	M	no	no	Four census-by-line readers held: r2-ch18b, r2-ch23b, r2-reg11a2, r2-reg12b	WORKING-REGISTER.md W-212 (line 8197), W-216 (line 8222), W-224 (line 8270), W-234 (held list); W-237/W-238 (24 live cen
H-09	recorded	OPEN	S	yes	no	Register 375's 'no longer written as a number' false as printed — recorded, not repaired	WORKING-REGISTER.md W-210 (line 8181, BUILD99 entry 1807)
H-10	recorded	OPEN	S	yes	no	Register 332's lost sentence stated, not filled	WORKING-REGISTER.md W-210 (line 8181, entry 1808)
H-11	-	DONE	S	yes	no	Seventh §2.21 readout site — the register's span — not confirmed re-taken	WORKING-REGISTER.md W-210 (line 8182, entry 1813)
H-12	4	OPEN	L	yes	no	bib-01: Mathematical Compendium bibliography 'objects' column handles a reader cannot follow	WORKING-REGISTER.md W-210 (line 8183, mc 387–672); W-223 (line 8265); W-232 (r2-bib2 counts)
H-13	recorded	OPEN	M	yes	no	Two bounds the DEF-152 readings could not set: DEP-M NEAR class and register 332's press run	WORKING-REGISTER.md W-210 (line 8184)
H-14	3	OPEN	M	yes	no	Fifteen word-form narrative count sites ('one thousand six hundred and thirty-five') left for M	WORKING-REGISTER.md W-215 (line 8215, READ-reg104)
H-15	3	OPEN	S	yes	no	reg1-E: Register front matter says 'the ten grouped headings' where seven are measured	WORKING-REGISTER.md W-217 (line 8228); r2-reg1a3.out
H-16	0	OPEN	M	yes	no	Twenty retraction rows whose witness is conversation — docketed in DEF-153P, wait for M	WORKING-REGISTER.md W-220 (line 8244, Q1); W-216 (DEF-153P)
H-17	6	OPEN	S	yes	no	Register 66's aufbau-table re-measurement instrument cited by entry 1817 but not seated	WORKING-REGISTER.md W-220 (line 8245, Q2, entry 1817); W-236 (M's ruling: all tools go in the archive)
